Date,USDC,DAI,USDT,TUSD
2020-02-29 23:59:59,0.03554803948093,0.08075303821056,0.02600956602101,0.04003594675478511
2020-03-01 23:59:59,0.03638079741238,0.08079765559676,0.02600956602101,0.04003594675478511
2020-03-02 23:59:59,0.04082949420035,0.08073115364553,0.02600956602101,0.04003594675478511
2020-03-03 23:59:59,0.0401221694058,0.08071904069742,0.02600956602101,0.04003594675478511
2020-03-04 23:59:59,0.04122973586202,0.08070972873328,0.02600956602101,0.04003594675478511
2020-03-05 23:59:59,0.04642418884033,0.0807053450383,0.02600956602101,0.04003594675478511
2020-03-06 23:59:59,0.02921113183395,0.08070609531352,0.02600956602101,0.04003594675478511
2020-03-07 23:59:59,0.02954220750398,0.08070868007421,0.02600956602101,0.04003594675478511
2020-03-08 23:59:59,0.03355211939333,0.08071474797456,0.02600956602101,0.04003594675478511
2020-03-09 23:59:59,0.04190818265661,0.08084623765867,0.02600956602101,0.04003594675478511
2020-03-10 23:59:59,0.02655116044988,0.08080573094226,0.02600956602101,0.04003594675478511
2020-03-11 23:59:59,0.0222120996314,0.0809473189639,0.02600956602101,0.04003594675478511
2020-03-12 23:59:59,0.01075351665644,0.20853579953703,0.02600956602101,0.04003594675478511
2020-03-13 23:59:59,0.01231414545836,0.10035465712943,0.02600956602101,0.04003594675478511
2020-03-14 23:59:59,0.01049093020086,0.10343201158618,0.02600956602101,0.04003594675478511
2020-03-15 23:59:59,0.00855201289789,0.04080179106126,0.02600956602101,0.04003594675478511
2020-03-16 23:59:59,0.00435699450065,0.11708299449961,0.02600956602101,0.04003594675478511
2020-03-17 23:59:59,0.00327773115257,0.07511736149967,0.02600956602101,0.04003594675478511
2020-03-18 23:59:59,0.00336380528935,0.04645465837626,0.02600956602101,0.04003594675478511
2020-03-19 23:59:59,0.00399528065253,0.04234450955945,0.02600956602101,0.04003594675478511
2020-03-20 23:59:59,0.00414703218483,0.03844832166131,0.02600956602101,0.04003594675478511
2020-03-21 23:59:59,0.00426870814554,0.03393183702312,0.02600956602101,0.04003594675478511
2020-03-22 23:59:59,0.0040050755902,0.03376879595001,0.02600956602101,0.04003594675478511
2020-03-23 23:59:59,0.00461493803425,0.03017399880938,0.02600956602101,0.04003594675478511
2020-03-24 23:59:59,0.00446766821866,0.03061832928078,0.02600956602101,0.04003594675478511
2020-03-25 23:59:59,0.00464207940189,0.03016447693811,0.02600956602101,0.04003594675478511
2020-03-26 23:59:59,0.00439330528628,0.02319485096232,0.02600956602101,0.04003594675478511
2020-03-27 23:59:59,0.00457109699614,0.02352028109639,0.02600956602101,0.04003594675478511
2020-03-28 23:59:59,0.00438079385059,0.02362710795816,0.02600956602101,0.04003594675478511
2020-03-29 23:59:59,0.00434694265396,0.02368107505195,0.02600956602101,0.04003594675478511
2020-03-30 23:59:59,0.00435168384579,0.02373748050629,0.02600956602101,0.04003594675478511
